clean_text,label
selalu mencari celah buat menutupi kedunungan berhalanya mana investor yang sudah over subkerep itu kan sih wowok lanjutkan sih wiwik,negatif
kita utamakan investor lokal dulu kalau lokal belum masuk monggo persilahkan masuk investor asing yang katanya sudah menunggu kalau investor asing masih enggak ada yang masuk berarti jokowi pembohong,negatif
ngibul apanya bang itu saja mulyono bilang utamakan investor dalam negeri investor dalam negeri yaitu apbn hahahahaha,negatif
blokir saja lah enggak ada guna bangun itu atau alokasikan buat kamar gibran bkar dia di sana sama jadikan pangkalan elpiji kg,negatif
konon pembiayaan ikn enggak pakai apbn tapi urusan inpestor yang mengantri membludak itu yang mengomong pemimpin negara lho dulu,negatif
tangkap jokowinya kapan,negatif
alhamdulillah keputusan yang tepat dan pro rakyat jadi anggarannya bisa dialihkan untuk program yang lebih bermanfaat bagi seluruh rakyat indonesia,positif
pemerintah harus jujur kenapa semua di efisiensi semua karena hutang jatuh tempo biar rakyat tahu dan apabila ikn mangkrak rakyat juga maklum karea enggak ada duitnya,negatif
sudah biar begitu saja enggak usah doterusin kasih tiket saja buat masuk dikasih hewan yang banyak buat obyek wisata saja lumyan buat pemasukan negara daripada malakin rakyat mulu,negatif
kan ada investor biarkan saja di blokir ada anggaran yang lebih proritas,negatif
jadi buzzer jangan dongo kenapa,negatif
buat pendukung mungkin mendengar berita ini tidak menyakitkan karena anies akan mengevaluasi proyek ijn tapi buat pendukung sangat mengecewakan karena dulu sangat mengebu ingin melanjutkan,negatif
terus pak budi mengapai disuruh angon sapi di ikn,negatif
mana yang investor berebut wkwkwkwkwkw diboongin keluarga mulyonoo,negatif
mengomong nya fasih banget ngibul nya,positif
jangan dananya dari usaid hahahaha,negatif
ada yang tidak senang dengan berita ini,negatif
haahahahhahhahaha bakal horor kayak candi hambalang yang ini malah lebih seram,negatif
bagus buang duit negara,negatif
apa jokowi juga enggak bisa menyalahkan karena yang menyarankan makan siang gratis juga timnya di luar perhitungan apa jokowi cuma harus terima daripada maksi gagal,negatif
lol berita basi kamu posting wkwkwk mulyono bentar lagi digantung karena rugikan negara ratusan triliun berkat ikn tuh kamu indak prihatin wkwkwkkwk,negatif
seharusnya begitu jangan pas bekerja hanya merapihkan pekerjaan mulyono bekerja yang punya legacy ke negara dan bangsa lu peradaban manusia perbanyak beasiswa jangan tutup program beasiswa hanya lu makan siang gratis,negatif
ini masih pada gagal paham mas gib,negatif
bayar bunga utang saja kudu ngutang lah ini malah bangun kerajaan mimpi mul mul mul sadar woi sadarrr,negatif
enggak masalah dong diblokir kan dari apbn hanya dari total kebutuhan yang hampir t itu toh jare investor buanyak tinggal digasss,negatif
ingat bang omongan mulyono berarti kebalikannya,negatif
lah bapak ini bukan enggak jadi dpr lagi kah,negatif
mbak bagus tapi mestinya selektif kepada yang masyarakat miskin ikn bagus tapi enggak harus sekarang lihat cashflow mampu enggak,negatif
kalian bukan lagi informan a nya pemerintah tentang lpg saja kemarin salah,negatif
biarlah ikn mangkrak akibat kesombongan dulu dia juga bully hambalang warisan harusnya waktu itu enggak usah jadi menteri jokowi kan jadi tumbal pagar laut,negatif
geura nyieun spanduk atuh tangkap adili jokowi jaman harto wae loba,negatif
jadi investor yang pada antri itu nggedabrus oalah mul,negatif
jakarta masih lama tenggelamnya,negatif
matek tidak apa-apa bisa jadi banyak tugas lu,negatif
awokawokawokawok kayak mana mangkrak uang negara lho iku jok mana inpestornya yang antri itu,negatif
dia kan kalau ngibul enggak tanggung misal uasemka sudah dipesan unit dikntongnya ada ribu t investor ikn sampai ratusan antri terus diblow up sama buzzer dinarasikan hebat jebul e utangnya yang ribuan triliun kas negara kosong dana pensiun di bumn lenyap,negatif
mul belum ke jakarta lagi,negatif
sudah pada pulang jangan bertelur di ikn buat ngabisin anggaran saja haha,negatif
ikn mimpi jokowi suruh wapres ngantor disana,netral
proyek bodoh ambisi dengan tidak ada malunya bohong sudah banyak investor mana itu buzzer nya kemana itu influncer yang diajak party di ikn dengan anggaran apbn pajak rakyat investor tidak ada yang mau karena tahu ikn unfaedah dan indonesia juara korup,negatif
sudah ketahuan makanya jokowi memaksa prabowo untuk bilang akan dilanjutkan dan muka prabowo agak tertekuk menjawab,negatif
lebih baik buat pendidikan dan kesehatan,positif
gegara orang ini nih,negatif
apa negara mendekati bangkrut ya penghematan extrim anggaran di hentikan karena harus bayar hutang yang jatuh tempo,negatif
ampun bang mulut sudah belepotan tahi ini,negatif
dari awal saja saya yakin ikn akan mangkrak namanya juga proyekan,negatif
lebih baik buat makan bergizi gratis,positif
hambalang saja enggak pernah di lanjut oleh jokowi masak prabowo harus lanjut program jokowi yang banyak menyesengsarakan rakyat,negatif
bayar hutang yang jatuh tempo saja enggak mampu sok belagu bikin ikn segala makan tuh mukidi,negatif
istana benarkan anggaran pembangunan ikn diblokir,netral
enggak usah di kasih produk gagal itu menambah menambah kerugi negara saja,negatif
apa benar ini yang terpilih jadi ketum kagama,negatif
golet duit dewek lah pak nytresi tok melu nganggo ora kon urun bae,negatif
cari investor bukan meminta tambah anggaran kan dari awal pembangunan ikn itu dari investor bukan dari apbn proyekgagal,negatif
proyek enggak penting suruh saja jokowi meneruskan sendiri,negatif
investasi kerugian negara,negatif
kalau enggak dijagain mukanya kelayapan kayak sekarang ini,negatif
tutup saja apa ikn buat makan gratis saja masih bingung,negatif
memang ini pejabat kerjanya cuma menyakiti saja ekonomi lagi nyungsepp masih saja mikir bangun properti apbn harus tepat digunakan pakai lagian logikanya dimana rumah mu mewah tapi isi dompetmu enggak dah sama sekali kan konyol namanya,negatif
meminta kok tanggung pak,negatif
katanya tdkmmemggsanggu apbn,negatif
stoppp wes mending jadi tempat biang lala saja,negatif
pak panjenengan lebih baik lengser saja wis ora susah mikirnkan masalah itu rakyat sudah berat tanggungannya pak,negatif
enggak usah dibangun candi ikn itu lah harusnya pembangunan nya disesuaikan dengan apbn saja itu project akal an mulyono sahaja untuk merubah hutan menjadi ladang sawit bagi para cukong nya,negatif
proyek habiskan apbn,negatif
pepesan termahal di dunia wkwkwk,negatif
bayar hutang dulu yang kemarin pak sudah lunas baru hutang lagi,negatif
gara sih mulyono rusak negeriku,negatif
biarkan saja itu tempat terbengkalai biar ada spot buat yutuber horror,negatif
t mending bikin bumn sawit kayak bumn pupuk bumn otomotif daripada majekin rakyat terus bagaimana negara mandiri cara pemasukan diluar pajakkkkk,negatif
masa kalah sih kurang itu harusnya t bentar memangnya bangun ikn pakai anggaran negara katanya banyak investor,negatif
pak tua sudahlah engkau sudah terlihat lelah,negatif
ini pasti berita hoax soalnya kata ikn seratus persen dibiayai swasta,negatif
pak bas pak bas,netral
stop ikn yang sudah menyusahkan apbn hingga berdampak oajak ke rakyat akhirnya yang susah,negatif
enggak usah diteruskan ikn pak kecuali uangnya dari investor asing,negatif
enggak usah kasih kan sudah bilang enggak pakai uang apbn dasar anak buah mulyono enggak usah ladeni pak wowo,negatif
masih banyak yang lebih bermanfaat buat rakyat,positif
bikin resor kok di tempat yang sepi pak,negatif
ikn lagi ikn lagi dikirain sudah beres,negatif
enggak meminta ke yang t kah,negatif
untuk siapa sih ikn terus siapa yang butuh cuma sarang maling doang,negatif
stop anggarannya investigasi proyek ikn yang jelas sarat kkn,negatif
mantap pakai uang ppn,positif
sudah biarkan biar yang makin sengsara saya yakin kebanyakan dari itu enggak mampu survive,negatif
enggak usah dikabulkan klarifikasi dulu tentang kebenaran berita investor di ikn pepesan kosong atawa pepes jamur,negatif
ups kurang tuh triliun dikabulkan prabowo yang menhan tuh,negatif
goblok memang warganya,negatif
woi sadar o golek duit lagi susah mati rakyatmu pak,negatif
menteri bego negara sudah bangkrut masih ngotot meneruskan ikn,negatif
rakyat enggak ingin ikn di bangun yang mau cuma mulyono sok meminta saja sono sama mulyono ok kalau basuki mau rogoh koceknya ya silakan jangan keluarkan sesen pun juga untuk project penipu dan pengecut,negatif
lama pak bas akan sama kayak yang lain itu makin kesini makin kesana jadinya,negatif
lah katanya dibiayai oleh naga kok masih meminta dari apbn lagi jangan lupa dibayar emak emak ini dalam video ini,negatif
meminta tambah anggaran ugal ugalan tapi membiarkan masih banyak rakyat miskin,negatif
cari investor lah katanya banyak yang antrii,negatif
bencana alam dimana mending untuk bantu wilayah yang terdampak,negatif
bapak ini kok ikut an temannya yang receh,negatif
memang gayanya sudah pada kayak kontol semua berlomba lomba meminta tambah anggaran kenapa enggak pakai saja yang ada palakin tuh pengusaha tambang sita semua aset koruptor,negatif
entar pak menunggu pada bayar pajak dulu apbn deh jebol tekor habis di jor ini pengeluarannya sama mulyono sih pengkhianat bajingan itu,negatif
orang tua diam saja,negatif
bangkrut deh negara,negatif
mending buat rakyat indonesia dari pada buat ikn,negatif
kurang lah yang satunya saja meminta t,negatif
proyek ikn itu memang sebuah pertaianjingan masa kini hahaha,positif
duit tuh apa kertas koran,negatif
kabinet gentong babi isi nya babi semua rakusnya luar biasa eh,negatif
sudah tua kok masih kayak bajingan sih hadeh,negatif
paradox negeri dengan sda melimpah minyak emas batubara nikel timah mangan karet kopi sawit dll rakyatnya miskin masih berharap dikucur limpahan bansos,negatif
lho kan dikon dolek investor dewe ora iso gagal maning gagal maning akhire njaluk duwik maneh nang negoro dhuwit gae makan awan percuma wae dipotong cik enak e kari njaluk gae ikn wis ganti persiden woi wis ora kepekso kui nerusne ikn jarno saja,negatif
sekedar saran pak jangan turuti proyek ikn yang nanti kedepannya pak bas jadi korbannya ambisiusnya mulyono jegal dikit dikit saja pak syukur dananya yang diminta enggak ada jadi tertunda,negatif
rakyat masih banyak yang susah phk dimana mana bukannya hidupkan ekonomi dulu eh malah memikirkan ikn yang enggak jelas lucu kalian,negatif
enggak usah di acc pak proyek yang hanya untuk citra mulyon bukan kehendak rakyat sementara itu uang pajak rakyat,negatif
investor yang antri itu pada kemana,negatif
meras pajak dari rakyat demi ambisi mulyono memang keterlaluan prioritas yang lain dulu yang urgent untuk kepentingan rakyat daripada mengurusi proyek mulyono,negatif
terus untuk mereka yang kurang beruntung piro,negatif
enak amat tinggal nadah doang,positif
kalau rakyat susah cari kerja ekonomi terpuruk hidup serba susah mereka akan membuat jalan sendiri,negatif
sudah mangkrak bikin bocor kas negara pula,negatif
jika kegoblokan merajalela di negeri ini bukan tidak mungkin kita akan dijajah lagi bgm tidak lah wong setingkat menteri bisanya meminta duit mestinya kan datangkan investor luar negeri,negatif
skip saja lah anggaran nya enggak cukup,negatif
makin boncos saja rakyat diperas pakai mekanisme pajak,negatif
dikit amat cuma triliun kemarin sih pigai saja meminta sampai triliun cuma buat mengurus ham,negatif
katanya investor pada antre benar enggak sih,negatif
enggak ikhlas uang pajak saya buat ikn enggak ikhlaaaassssss,negatif
kenapa enggak ambil hasil korupsi yang t itu saja buat ikn dll,negatif
apakah ini lebih urgen dari yang urgen,negatif
iya memang kok kayak enggak dah urgensinya buat apa kesejahteraan negara indomaret pancasila dan uud itu yang penting bayar utang negara bukan menambah utang,negatif
wadoh jangan bicarakan ikn dulu wak rakyat kagak butuh ikn yang rakyat butuhkan hanya kerja dan makan tolong sejahterakan rakyat dulu baru kerjakan yang lain,negatif
buat apa ikn rakyat enggak butuh ikn,negatif
meminta embah lo,negatif
katanya dulu enggak menggunakan apbn ternyata hanya untuk membodohi rakyat,negatif
gila apa ya jalanan pada somplak saja dulu benerin diratain biar enggak kaya naik kapal laut di jalan persetan dengan ikn merasai juga kagak njirrrr,negatif
urgensinya apa pak kok buru mau dibangun rakyat banyak yang miskin bodoh masih tergantung bansos dan serangan fajar punya hati dikit pak,negatif
duwite seko ndi pakdhe ngutang maneh ke china apak pajak rakyat diperas lagi dinaikkan lagi,negatif
loh katanya lebih dari investor luar yang masuk ke ikn kok ini malah ngemis anggaran dari apbn,negatif
tempe lagi tempe lagi bosan ah,negatif
sangat keliru ceroboh bila apbn di beri ke ikn mul harus mikir tuh,negatif
enak betul meminta duit buat proyek mulyono,negatif
pak selama ini anda kami nilai sebagai orang paling nalar sedunia pantaskah permintaan anda pikirkan sendiri tidak perlu konsultasi kepada siapa saja yang masih sangat pamrih dalam pnggunaan pajak rakyat ayolah pak pikirkan rakyat bukan hal yang dpikirkan elite,negatif
kenapa tidak di tulis yang jelas saja hutang kenapa harus oleh,negatif
meminta saja ke junjungan lu sih mulyono,negatif
mengapai proyek bakar duit begini lah kalau investasi jelas tempo pengembaliaannya apalagi diutamakan infrastruktur pemerintahan namanya pemerintahan semua ditanggung apbn dan itu duit rakyat yang terbenam dalam beton dan aspal kalo jalan tol yang traficnya padat pengembaliannya jelas kalo ini,negatif
pak duit kami sudah habis pak mau naik berapa persen lagi pajak kami untuk bikin ibukota yang tak berlandaskan apa apa untuk dilakukan pemindahan pak,negatif
kalau enggak salah ada yang bilang ikn enggak memakai apbd ya apa sekarang cuma ladang proyel oligarki saja ya artinya pemerintah bayar ke pengembang yang sudah ditunjuk ingat ya pak basuki itu uang rakyat harus untuk kebutuhan rakyat,negatif
rakyat banyak yang kelaparan jalan jalan di pedesaan banyak yang belum di aspal jangan memikirkan dulu ikn benahi jalan jalan dan sekolah sekolah yang enggak layak seluruh indonesia sangat cukup dengan t,negatif
saya sudah dpet bocoran info a nya kok pak bas soal ada yang nyuruh meminta tambahan anggaran triliun itu anda jangan terlalu berani pakai jurus aji mumpung mentang pemimpinnya agak polos lugu jangan dikira kasus yang anda simpan rapat itu akan aman camkan,negatif
lagi susah nih daya beli lagi hancur begini pejabat apa enggak pernah jajan ke kalangan middle low begitu biar tahu masalah sekarang,negatif
sebaiknya proyek ikn itu tidak usah dilanjutkan karena menurut kami percuma karena seyogyanya proyek ikn bukanlah untuk kepentingan rakyat melainkan bisnis semata tentunya yang hanya menguntungkan pihak tertentu,negatif
meminta sama jokowi saja tahi banget lu meminta apbn,negatif
